id,name,label,pagerank
d70108eb,amazon.com,274877906949,182.31491973599134
aafe6c25,amazon.co.jp,1546188226565,105.39089284931354
14641d80,amazon.de,292057776129,40.75474995651909
56cea5c2,ebay.com,1563368095756,40.08332036330694
7c7e1e84,amazon.cn,1305670057988,28.49282995016591
528c98f5,amazon.co.uk,412316860421,25.4906836888177
08776796,amazon.fr,867583393792,18.482202204900506
d581c716,etsy.com,1563368095745,17.770929055782098
5a76b5f8,rover.ebay.com,1434519076867,14.006851409948881
7290d9e4,stores.ebay.com,1666447310849,7.77418087889284
